company_name,job_count,job_titles,search_terms_matched,locations
BASE CAMP DIGITAL PTE. LTD.,1,Senior IT Project Manager (Real Estate),Trade Compliance Executive,East
KNIGHT FRANK PROPERTY & FACILITIES MANAGEMENT PTE. LTD.,1,Leasing Executive - Retail  /  Shopping Mall (CEA Qualified),Trade Compliance Executive,Islandwide
INTERFLOUR GROUP PTE. LTD.,1,Treasury Executive,Trade Compliance Executive,East
GOWELL TECHNOLOGY SINGAPORE PTE. LTD.,1,Master Planner  / Planner - Oil and Gas Manufacturing,Trade Compliance Executive,West
ARIESCOPE EL MEJOR TRADING PTE. LTD.,1,Marketing and Operations Executive,Trade Compliance Executive,East
FUTURE ELECTRONICS INC. (DISTRIBUTION) PTE LTD,1,"Executive, Inside Sales",Trade Compliance Executive,East
WEALTH ASIA LLP,1,Assistant Investment Specialist,Trade Compliance Executive,Islandwide
ALLTECH SYSTEMS PTE. LTD.,1,HUMAN RESOURCE EXECUTIVE,Trade Compliance Executive,Islandwide
TALENT-MERGE PTE. LTD.,1,Operations Executive Warehouse Operation,Trade Compliance Executive,Central
TRENDY EGG DISTRIBUTOR,1,Operations Executive,Trade Compliance Executive,North
EMIRATES NBD BANK (P.J.S.C),1,Business Support Associate - Wealth Management,Trade Compliance Executive,Central
GREENLANE PRIVATE LTD.,1,"Bills & Trade Operations Executive (LCs, Collections & Guarantees)",Trade Compliance Executive,Islandwide
KLN LOGISTICS MANAGEMENT (ASIA) PTE. LTD.,1,Legal Executive  /  Paralegal – S&SEA + Oceania,Trade Compliance Executive,North
INGRASYS (SINGAPORE) PTE. LTD.,1,Logistics Executive (Weekend Support),Trade Compliance Executive,Islandwide
CHEMONE SINGAPORE PTE. LTD.,1,Senior Commercial Executive,Trade Compliance Executive,Central
SMRT CORPORATION LTD,1,Senior Executive /  Executive (Procurement),Trade Compliance Executive,East
GREAT AMERICAN INSURANCE COMPANY,1,"Senior Executive, Korea Market",Trade Compliance Executive,Central
FORTIS INVICTA PTE. LTD.,1,Accounts Exec  /  Manager,Trade Compliance Executive,East
SC SHIPPING SINGAPORE PTE. LTD.,1,Operations Executive,Trade Compliance Executive,Central
OPUS IT SERVICES PTE LTD,1,Technical Architect,Trade Compliance Executive,Islandwide
PLANWORTH GLOBAL FACTORING (S'PORE) PTE. LTD.,1,Assistant to Head of Administration & Human Resource,Trade Compliance Executive,East
FONDA GLOBAL ENGINEERING PTE. LTD.,1,Facilities Executive cum Building Inspector,Trade Compliance Executive,West
FOUR LEAVES PTE. LTD.,1,Executive Baker (Pastry /  Bread Advisor),Operations Executive,West
SINGAPORE GENERAL HOSPITAL PTE LTD,1,"Senior  /  Associate Executive, Specialist Outpatient Clinics",Operations Executive,South
YARA ASIA PTE. LTD.,1,Operations Executive,Operations Executive,South
DOMO DINING PTE. LTD.,1,Management Executive (Restaurant  /  F&B),Operations Executive,Islandwide
HONGKONG LAND (SINGAPORE) PTE. LTD.,1,Accountant /  Accounts Executive (AC01),Operations Executive,Central
PRINCE'S LANDSCAPE PTE. LTD.,1,Ecommerce Executive,Operations Executive,West
PURICARE PRIVATE LIMITED,1,Operations Executive,Operations Executive,North
Calvary Community Care,1,Corporate Executive,Operations Executive,Central
EXCELIFT PTE. LTD.,1,Operation Executive,Operations Executive,East
JOY MUSIC STUDIO (MARINE PARADE) PTE. LTD.,1,Customer Service & Operations Executive (P / T or F / T),Operations Executive,East
AMBITION GROUP SINGAPORE PTE. LTD.,1,Front Desk Executive (6 months convertible to perm),Operations Executive,Islandwide
AM LPM SINGAPORE PTE. LTD.,1,Retail Sales Executive,Operations Executive,Central
INNOVATION ORGANIZATION PTE. LTD.,1,(Entry - level) Brand Growth Executive,Operations Executive,Central
SAM SENG PRIVATE LIMITED,1,SALES EXECUTIVE,Operations Executive,Central
SEMBCORP GAS PTE LTD,1,"Account Executive, Gas & LNG Commercial",Operations Executive,East
APBA TG HUMAN RESOURCE PTE. LTD.,1,Admin Executive - 6 months contract,Operations Executive,Islandwide
ASIA GRAND PTE. LTD.,1,MANAGEMENT EXECUTIVE,Operations Executive,East
SPROUTZ MARKETING,1,"(Immediate) Fun Events Crew - Weekly Payout, FT / Intern",Operations Executive,Islandwide
BATHING CULTURE PTE. LTD.,1,Operations & Guest Experience Executive,Operations Executive,Central
G3 (SG) PTE. LTD.,1,Inventory Executive,Procurement Executive,West
CONSTRUKT PTE. LTD.,1,Accounts Executive,Procurement Executive,North
DYNAMIC WORLD CONTRACTING SERVICES PTE. LTD.,1,Administrative Executive,Procurement Executive,West
ATLAZ PTE. LTD.,1,Administrative & Purchasing Executive (Construction  /  Main Contractor),Procurement Executive,West
ATC COATING PTE. LTD.,1,Senior HR Executive,Procurement Executive,North
EQUATION TECHNOLOGY & CABLING PTE LTD,1,Procurement Executive,Procurement Executive,West
SING MOH ELECTRICAL ENGINEERING PTE LTD,1,Purchase Executive,Procurement Executive,North
AMERICAN EXPRESS INTERNATIONAL INC.,1,Director - Real Estate Services,Procurement Executive,Central
NATOMA PTE. LTD.,1,Business Development Executive,Procurement Executive,North
SIMHUB PTE. LTD.,1,COO,Procurement Executive,Islandwide
SPRING VALLEY SHIPPING MANAGEMENT PTE. LTD.,1,Technical Executive,Procurement Executive,Central
AGPG ASIA PTE. LTD.,1,E-commerce Executive,Procurement Executive,North
NATIONAL UNIVERSITY HEALTH SERVICES GROUP PTE. LTD.,1,"Executive Assistant, Service and Operations (Clinic)(3098) - National University Polyclinics",Procurement Executive,Islandwide
THE COMMUNITY FOUNDATION OF SINGAPORE,1,"Senior Executive / Assistant Manager, Digital Marketing & Operations (2 Years Contract)",Procurement Executive,Central
REACH COMMUNITY SERVICES LTD.,1,Admin Executive (Youth Service),Procurement Executive,West
ABSOLUT PROPERTIES PTE. LTD.,1,Property Executive / Officer,Procurement Executive,Islandwide
MECOMB SINGAPORE LIMITED,1,Warehouse Supervisor,Warehouse Executive,West
CHIEN CHI TOW HEALTHCARE PTE. LTD.,1,Warehouse Executive - With Class 3 License,Warehouse Executive,Central
PLATINUM WINES & SPIRITS PTE. LTD.,1,WAREHOUSE EXECUTIVE (BONDED),Warehouse Executive,Islandwide
LOVET (S) PTE. LTD.,1,Fashion Retail Executive,Warehouse Executive,Islandwide
DURABLINDS TRADING PTE. LTD.,1,Production & Inventory Admin Executive,Warehouse Executive,West
QUADMET PTE. LTD.,1,Operations Executive,Warehouse Executive,Central
DAP ASIA PACIFIC (S) PTE. LTD.,1,Operations Executive,Warehouse Executive,West
FUTAR ENTERPRISES PRIVATE LIMITED,1,Operation Executive,Warehouse Executive,East
SKECHERS SINGAPORE PTE. LTD.,1,"Accounts Executive, AP",Warehouse Executive,East
SHARE RESOURCES PRIVATE LIMITED,1,Supply Chain Executive,Warehouse Executive,Islandwide
KENSHOP PTE. LTD.,1,Retail Operations Executive,Warehouse Executive,Islandwide
CVISTA HR CONSULTING PTE. LTD.,1,Warehouse Executive (Exp in ERP / Warehouse Docs / North),Warehouse Executive,Islandwide
NIPPON EXPRESS (SINGAPORE) PTE LTD,1,SAFETY EXECUTIVE,Warehouse Executive,West
RECIRCULATE IT PTE. LTD.,1,Entry-Level IT Technician  /  Operations & Inventory Executive,Warehouse Executive,South
YEO EXPRESS PTE. LTD.,1,SALES AND OPERATIONS EXECUTIVE,Warehouse Executive,Islandwide
GENERATION NEXT COMMUNICATIONS PTE. LTD.,1,Logistics Ops Executive,Warehouse Executive,East
MST GOLF (SINGAPORE) PTE LTD,1,"Senior Executive, Inventory & Operations",Warehouse Executive,East
RAVAGO MANUFACTURING SINGAPORE PTE. LTD.,1,Technical Support Executive (Procurement),Warehouse Executive,West
MARKONO LOGISTICS PTE LTD,1,"Senior Executive / Executive, Customer Service",Warehouse Executive,West
MITRA FAMOSA INTERNATIONAL PRIVATE LIMITED,1,Warehouse executive,Warehouse Executive,East
PHARMAZEN MEDICALS PTE LTD,1,Warehouse Executive,Warehouse Executive,East
ALWAYSHIRED PTE. LTD.,1,Executive Chef (Central Kitchen),Warehouse Executive,Islandwide
TRUSTWISE GLOBAL LOGISTICS PTE. LTD.,1,Operation Executive,Import Export Executive,South
HUB DISTRIBUTORS SERVICES PTE LTD,1,Customer Service Executive,Import Export Executive,West
AGROCORP INTERNATIONAL PTE LTD,1,Operations  /  Trade Support Executive,Import Export Executive,Central
LINEHAUL EXPRESS SINGAPORE PTE. LTD.,1,Customer Service Executive,Import Export Executive,East
PO SAN TRANSPORTATION PTE. LTD.,1,ADMIN EXECUTIVE,Import Export Executive,West
MNX (SINGAPORE) PTE. LTD.,1,Airfreight Logistics Executive- Mid Shift,Import Export Executive,East
REVOCHEM INDUSTRIES PTE. LTD.,1,Customer Service Executive,Import Export Executive,West
YCH DISTRIPARK (PTE) LTD,1,Operation Executive,Import Export Executive,West
JOINTHIRE SINGAPORE PTE. LTD.,1,Sales Executive,Import Export Executive,Central
INTRACO TRADING PTE LTD,1,"Operations, Executive",Import Export Executive,East
CAREERSTAR INTERNATIONAL PTE. LTD.,1,Accounts Executive cum Operations,Import Export Executive,Islandwide
RELIABLE INTERNATIONAL FREIGHTS PTE. LTD.,1,Customer Service Executive - Freight Forwarding,Import Export Executive,West
SINGAPORE DAIWA PTE. LTD.,1,Operations Executive,Import Export Executive,Central
PENTAGON FREIGHT SERVICES (SINGAPORE) PRIVATE LIMITED,1,OPERATIONS EXECUTIVE,Import Export Executive,East
THE CAP CONSULTING GROUP PTE. LTD.,1,PA to Chairman for an investment firm,Logistics Executive,Islandwide
THE RICE COMPANY LIMITED,1,Partnership Development Executive,Logistics Executive,Central
NAYAQI PTE. LTD.,1,Logistics Operations Specialist,Logistics Executive,East
CBG LOGISTICS (S) PTE. LTD.,1,Logistics Coordinator,Logistics Executive,Islandwide
ATLAS KITCHEN PTE. LTD.,1,Customer Ops Executive,Logistics Executive,Central
VINCAR PTE. LTD.,1,Marketing Executive,Logistics Executive,South
8X8 INTERNATIONAL PTE. LTD.,1,Senior Field Marketing Manager,Logistics Executive,Central
THRIVE ORGANIZATION PTE. LTD.,1,Marketing and Sales Management,Logistics Executive,Central
AT ASSET MANAGEMENT PTE. LTD.,1,Accounting Executive & Business Support,Logistics Executive,Central
FELLOWS CREATIVE STAFF SINGAPORE PTE. LTD.,1,Accounting & Admin Executive (Maritime),Logistics Executive,Islandwide
BM SAFETY SINGAPORE PTE. LTD.,1,Administrative Assistant (Entry Level),Logistics Executive,North
FREIGHT MARK LOGISTICS (S) PTE. LTD.,1,business development executive,Logistics Executive,East
DR. SPEED LIMO & VALET SERVICES PTE. LTD.,1,Operations Executive,Logistics Executive,Islandwide
SUCCESS RESOURCE CENTRE PTE. LTD.,1,"Sales Executive (Key Account Manager) at South (near Labrador MRT station),  $2,800–$3,500 + Allowances (Office hours)",Logistics Executive,Islandwide
South African Chamber of Commerce (Singapore),1,Executive Director (Part Time),Logistics Executive,Islandwide
JOBALLY PTE. LTD.,1,Sales Executive (Channel Management),Logistics Executive,Islandwide
XIAOHONG PROPERTY MANAGEMENT PTE. LTD.,1,Marketing Executive,Logistics Executive,East
VESYNC (SINGAPORE) PTE. LTD.,1,Senior Office Operations & Administration Executive,Logistics Executive,Central
MOTIONWELL AUTOMATION PTE. LTD.,1,Billing & Accounts Executive,Logistics Executive,North
WCS SERVICES PTE. LTD.,1,Operation Executive,Logistics Executive,North
BCP TRADING PTE. LTD.,1,Risk Manager  /  Senior risk officer,Quality Control Manager,Central
STYL SOLUTIONS PTE. LTD.,1,SCM Manager,Quality Control Manager,East
NEUMANN GRUPPE ASIA PTE. LTD.,1,"Regional Sustainability Manager, APAC",Quality Control Manager,Central
LEIGHTON CONTRACTORS (ASIA) LIMITED (Singapore Branch),1,Construction Manager (Data Center Project),Quality Control Manager,East
MES ELECTRICAL ENGINEERING PTE. LTD.,1,Project Engineer,Quality Control Manager,Islandwide
MEGAPEAK ENTERPRISE PRIVATE LIMITED,1,purchasing manager,Quality Control Manager,East
TYWA EMPLOYMENT AGENCY PTE. LTD.,1,MECHANICAL ENGINEER,Quality Control Manager,East
CHARIS MANOR NURSING HOME PTE. LTD.,1,Enrolled Nurse,Quality Control Manager,East
WILDLIFE CONSERVATION SOCIETY (Singapore Branch),1,"Regional Program Manager, Southeast-Asia Pacific",Quality Control Manager,Central
SINOCON ENGINEERING PTE. LTD.,1,Site Engineer,Quality Control Manager,East
SIEMENS PTE. LTD.,1,"Project Manager, Smart Buildings",Quality Control Manager,Central
CHEMICAL INDUSTRIES (FAR EAST) LIMITED.,1,Chemical Process Supervisor,Quality Control Manager,West
RIGAKUBODY PTE. LTD.,1,Pilates Instructor & Studio Manager,Quality Control Manager,Islandwide
HITACHI ENERGY SINGAPORE PTE. LTD.,1,Field Service Engineer,Quality Control Manager,South
WOH HUP (PRIVATE) LIMITED,1,Document Controller,Document Controller,Islandwide
BCD TRAVEL ASIA PACIFIC PTE. LTD.,1,"Sales Director, Asia Pacific",Document Controller,Central
SEC(S) PTE. LTD.,1,Project Administrative Executive,Document Controller,Islandwide
P-SERV PTE LTD,1,QC Inspector (Aviation) | Changi Airbase| Up to $3200+ Bonus | 5 days #9398,Document Controller,Islandwide
FOCUS BUILDERS PTE. LTD.,1,Document Controller,Document Controller,Central
PCCW SOLUTIONS INSYS PTE. LTD.,1,Network Engineer,Document Controller,North
MTC CONSULTING PTE. LTD.,1,Document Controller,Document Controller,Islandwide
PEAK OCEAN PTE. LTD.,1,Lead Cost Controller,Document Controller,Islandwide
UES HOLDINGS PTE. LTD.,1,Project Administrator,Document Controller,Islandwide
ADDCEL ENGINEERING PTE. LTD.,1,Document Controller,Document Controller,West
MEAD JOHNSON NUTRITION (ASIA PACIFIC) PTE. LTD.,1,R&D Technical Assistant,Document Controller,Islandwide
INTEGRIX SOLUTIONS PTE. LTD.,1,Junior Engineer,Document Controller,Islandwide
PENTA-OCEAN CONSTRUCTION COMPANY LIMITED,1,Document Controller,Document Controller,Islandwide
DAIKIN HOLDINGS SINGAPORE PTE. LTD.,1,Software Engineer,Document Controller,North
SANLI E&C PTE. LTD.,1,Document Controller,Document Controller,West
TRI-CAP CONSULTING PTE. LTD.,1,Financial Controller (REIT Preparation),Document Controller,Central
ALSTERN TECHNOLOGIES SINGAPORE PTE. LTD.,1,Project Admin  /  Document Controller,Document Controller,East
INTERNATIONAL FACILITY ENGINEERING PTE. LTD.,1,Receptionist and Document Controller,Document Controller,South
OMEGA 365 SINGAPORE PTE. LTD.,1,Assistant Project Executive /  Document Controller,Document Controller,Central
PERMANENT PERSONNEL SERVICES PTE LTD,1,Document Controller,Document Controller,Islandwide
SECOND TALENT SG PTE. LTD.,1,Financial Controller,Document Controller,Islandwide
"CHINA RAILWAY FIRST GROUP CO., LTD. Singapore Branch",1,LOGISTICS CONTROLLER,Document Controller,East
EQUIPTEST ENGINEERING PTE. LTD.,1,Customer Operations Executive,Document Controller,East
PLUTO SYSTEM ENGINEERING PTE. LTD.,1,HR Cum Accounts (Construction Industry),Document Controller,West
LOCA SUPPLY PRIVATE LIMITED,1,HR Cum Accounts (Construction Industry),Document Controller,East
HEXACON CONSTRUCTION PTE LTD,1,Site Admin cum Document Controller (Construction),Document Controller,Islandwide
VSL SINGAPORE PTE. LTD.,1,Cost Controller,Document Controller,North
VITA PMC SG PTE. LTD.,1,Senior Document Controller,Document Controller,Islandwide
SLEEK TECH (PTE. LTD.),1,Financial Controller,Document Controller,Central
AURORA ASIAPACIFIC PTE. LTD.,1,"QC Document Controller [MNC, 5 days, West]",Document Controller,Islandwide
THE TALENT PEOPLE PTE. LTD.,1,Customer Operations Executive,Document Controller,East
