company_name,member_type,address,registration,member_id,profile_url,source,scraped_date
BEST STONE PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,6197,https://www.scal.com.sg/memberlisting-details/6197-best-stone-pte-ltd,SCAL Member Directory,2026-01-14
BEST TECH SERVICES AND ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4428,https://www.scal.com.sg/memberlisting-details/4428-best-tech-services-and-engineering-pte-ltd,SCAL Member Directory,2026-01-14
BESTAL ROOF AND FABRICATION PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4836,https://www.scal.com.sg/memberlisting-details/4836-bestal-roof-and-fabrication-pte-ltd,SCAL Member Directory,2026-01-14
BESTCOAT CONTRACT SERVICES PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4837,https://www.scal.com.sg/memberlisting-details/4837-bestcoat-contract-services-pte-ltd,SCAL Member Directory,2026-01-14
BEYOND POWERTEC PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4085,https://www.scal.com.sg/memberlisting-details/4085-beyond-powertec-pte-ltd,SCAL Member Directory,2026-01-14
BFT TERMITE SYSTEMS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4429,https://www.scal.com.sg/memberlisting-details/4429-bft-termite-systems-pte-ltd,SCAL Member Directory,2026-01-14
BGB CONSTRUCTION PTE. LTD.,SLOTS,"10 Tannery Lane, Singapore 347773",,4430,https://www.scal.com.sg/memberlisting-details/4430-bgb-construction-pte-ltd,SCAL Member Directory,2026-01-14
BH AIRCON SOLUTIONS PTE. LTD.,SLOTS,"10 Tannery Lane, Singapore 347773",,7742,https://www.scal.com.sg/memberlisting-details/7742-bh-aircon-solutions-pte-ltd,SCAL Member Directory,2026-01-14
BH CONSTRUCTION PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4193,https://www.scal.com.sg/memberlisting-details/4193-bh-construction-pte-ltd,SCAL Member Directory,2026-01-14
BHCC CONSTRUCTION PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,77,https://www.scal.com.sg/memberlisting-details/77-bhcc-construction-pte-ltd,SCAL Member Directory,2026-01-14
BHL ELECTRICAL SERVICES,SLOTS,"10 Tannery Lane, Singapore 347773",,4431,https://www.scal.com.sg/memberlisting-details/4431-bhl-electrical-services,SCAL Member Directory,2026-01-14
BHL INTEGRATED PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7578,https://www.scal.com.sg/memberlisting-details/7578-bhl-integrated-pte-ltd,SCAL Member Directory,2026-01-14
B-H-T AIR-CONDITIONING AND MAINTENANCE SERVICES,SLOTS,"10 Tannery Lane, Singapore 347773",,6142,https://www.scal.com.sg/memberlisting-details/6142-b-h-t-air-conditioning-and-maintenance-services,SCAL Member Directory,2026-01-14
BIDEAS PRODUCTIONS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4433,https://www.scal.com.sg/memberlisting-details/4433-bideas-productions-pte-ltd,SCAL Member Directory,2026-01-14
BIG RED PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5789,https://www.scal.com.sg/memberlisting-details/5789-big-red-pte-ltd,SCAL Member Directory,2026-01-14
BIG RED PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,78,https://www.scal.com.sg/memberlisting-details/78-big-red-pte-ltd,SCAL Member Directory,2026-01-14
BIG WORKS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4434,https://www.scal.com.sg/memberlisting-details/4434-big-works-pte-ltd,SCAL Member Directory,2026-01-14
BIGGS CORPORATION (S) PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7313,https://www.scal.com.sg/memberlisting-details/7313-biggs-corporation-s-pte-ltd,SCAL Member Directory,2026-01-14
BIGVOICE PRODIGY RENOVATIONS & DISPOSAL SERVICES PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4618,https://www.scal.com.sg/memberlisting-details/4618-bigvoice-prodigy-renovations-disposal-services-pte-ltd,SCAL Member Directory,2026-01-14
BILD N DEKOR ASIA PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5053,https://www.scal.com.sg/memberlisting-details/5053-bild-n-dekor-asia-pte-ltd,SCAL Member Directory,2026-01-14
BING JIN PILING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7906,https://www.scal.com.sg/memberlisting-details/7906-bing-jin-piling-pte-ltd,SCAL Member Directory,2026-01-14
BIO-AIR PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4435,https://www.scal.com.sg/memberlisting-details/4435-bio-air-pte-ltd,SCAL Member Directory,2026-01-14
BIRCH TREE. CO PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7151,https://www.scal.com.sg/memberlisting-details/7151-birch-tree-co-pte-ltd,SCAL Member Directory,2026-01-14
BIRD MANAGEMENT PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5505,https://www.scal.com.sg/memberlisting-details/5505-bird-management-pte-ltd,SCAL Member Directory,2026-01-14
BISON ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5054,https://www.scal.com.sg/memberlisting-details/5054-bison-engineering-pte-ltd,SCAL Member Directory,2026-01-14
BIZZZ SERVICES PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4436,https://www.scal.com.sg/memberlisting-details/4436-bizzz-services-pte-ltd,SCAL Member Directory,2026-01-14
BJG CONSTRUCTION & MACHINERIES (PTE) LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4437,https://www.scal.com.sg/memberlisting-details/4437-bjg-construction-machineries-pte-ltd,SCAL Member Directory,2026-01-14
BL ALUMINIUM WORK,SLOTS,"10 Tannery Lane, Singapore 347773",,6431,https://www.scal.com.sg/memberlisting-details/6431-bl-aluminium-work,SCAL Member Directory,2026-01-14
BLASTWORK SOLUTIONS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5924,https://www.scal.com.sg/memberlisting-details/5924-blastwork-solutions-pte-ltd,SCAL Member Directory,2026-01-14
BLINDXPERT PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,6167,https://www.scal.com.sg/memberlisting-details/6167-blindxpert-pte-ltd,SCAL Member Directory,2026-01-14
BLOOM FLOORING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5468,https://www.scal.com.sg/memberlisting-details/5468-bloom-flooring-pte-ltd,SCAL Member Directory,2026-01-14
BMS ENVIRONMENTAL SERVICES PTE. LTD.,SLOTS,"10 Tannery Lane, Singapore 347773",,4400,https://www.scal.com.sg/memberlisting-details/4400-bms-environmental-services-pte-ltd,SCAL Member Directory,2026-01-14
BN SOLUTIONS (S) PTE. LTD.,SLOTS,"10 Tannery Lane, Singapore 347773",,7791,https://www.scal.com.sg/memberlisting-details/7791-bn-solutions-s-pte-ltd,SCAL Member Directory,2026-01-14
BOBB GENERAL CONTRACTOR & TRANSPORTATION,SLOTS,"10 Tannery Lane, Singapore 347773",,4667,https://www.scal.com.sg/memberlisting-details/4667-bobb-general-contractor-transportation,SCAL Member Directory,2026-01-14
BOHONLY GENERAL CONTRACTOR,SLOTS,"10 Tannery Lane, Singapore 347773",,4838,https://www.scal.com.sg/memberlisting-details/4838-bohonly-general-contractor,SCAL Member Directory,2026-01-14
BOK SENG TRANSPORT & CONSTRUCTION PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7739,https://www.scal.com.sg/memberlisting-details/7739-bok-seng-transport-construction-pte-ltd,SCAL Member Directory,2026-01-14
BON AIRCON ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,6050,https://www.scal.com.sg/memberlisting-details/6050-bon-aircon-engineering-pte-ltd,SCAL Member Directory,2026-01-14
BOON CHANG STRUCTURE PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4839,https://www.scal.com.sg/memberlisting-details/4839-boon-chang-structure-pte-ltd,SCAL Member Directory,2026-01-14
BOON CHONG CONTRACTS & SERVICES,SLOTS,"10 Tannery Lane, Singapore 347773",,4439,https://www.scal.com.sg/memberlisting-details/4439-boon-chong-contracts-services,SCAL Member Directory,2026-01-14
Boon Fu Lorry Service Pte Ltd,SLOTS,"10 Tannery Lane, Singapore 347773",,7063,https://www.scal.com.sg/memberlisting-details/7063-boon-fu-lorry-service-pte-ltd,SCAL Member Directory,2026-01-14
BOON GUAN CONSTRUCTION PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,80,https://www.scal.com.sg/memberlisting-details/80-boon-guan-construction-pte-ltd,SCAL Member Directory,2026-01-14
BOON THYE GENERAL CONTRACTOR PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4841,https://www.scal.com.sg/memberlisting-details/4841-boon-thye-general-contractor-pte-ltd,SCAL Member Directory,2026-01-14
BOON WEE CONST (S) PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4440,https://www.scal.com.sg/memberlisting-details/4440-boon-wee-const-s-pte-ltd,SCAL Member Directory,2026-01-14
BOSKALIS INTERNATONAL B. V.,SLOTS,"10 Tannery Lane, Singapore 347773",,5576,https://www.scal.com.sg/memberlisting-details/5576-boskalis-internatonal-b-v,SCAL Member Directory,2026-01-14
BOSTON PROJECTS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4627,https://www.scal.com.sg/memberlisting-details/4627-boston-projects-pte-ltd,SCAL Member Directory,2026-01-14
BOUSTEAD PROJECTS E&C PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,81,https://www.scal.com.sg/memberlisting-details/81-boustead-projects-ec-pte-ltd,SCAL Member Directory,2026-01-14
BOWEI INTERIOR PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7778,https://www.scal.com.sg/memberlisting-details/7778-bowei-interior-pte-ltd,SCAL Member Directory,2026-01-14
BOXDOC PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4441,https://www.scal.com.sg/memberlisting-details/4441-boxdoc-pte-ltd,SCAL Member Directory,2026-01-14
B-PEX STUDIO TRADING PRIVATE LIMTED,SLOTS,"10 Tannery Lane, Singapore 347773",,4497,https://www.scal.com.sg/memberlisting-details/4497-b-pex-studio-trading-private-limted,SCAL Member Directory,2026-01-14
BRADFORD LOGISTICS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4442,https://www.scal.com.sg/memberlisting-details/4442-bradford-logistics-pte-ltd,SCAL Member Directory,2026-01-14
BRANDSCHUTZ FIRE TECHNOLOGY PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4012,https://www.scal.com.sg/memberlisting-details/4012-brandschutz-fire-technology-pte-ltd,SCAL Member Directory,2026-01-14
BRAVAT SINGAPORE PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7755,https://www.scal.com.sg/memberlisting-details/7755-bravat-singapore-pte-ltd,SCAL Member Directory,2026-01-14
BRAVE LOONG ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7530,https://www.scal.com.sg/memberlisting-details/7530-brave-loong-engineering-pte-ltd,SCAL Member Directory,2026-01-14
BRICKFORD CONSTRUCTION PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7629,https://www.scal.com.sg/memberlisting-details/7629-brickford-construction-pte-ltd,SCAL Member Directory,2026-01-14
BRIDGEWERKZ PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,6979,https://www.scal.com.sg/memberlisting-details/6979-bridgewerkz-pte-ltd,SCAL Member Directory,2026-01-14
BRIGHT FURNITURE & INTERIOR DECOR PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4013,https://www.scal.com.sg/memberlisting-details/4013-bright-furniture-interior-decor-pte-ltd,SCAL Member Directory,2026-01-14
BRIGHT HOUSE LIGHTING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,3496,https://www.scal.com.sg/memberlisting-details/3496-bright-house-lighting-pte-ltd,SCAL Member Directory,2026-01-14
BRIGHT IDEAS ELECTRICAL ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4014,https://www.scal.com.sg/memberlisting-details/4014-bright-ideas-electrical-engineering-pte-ltd,SCAL Member Directory,2026-01-14
BRIGHT SOLUTION ELECTRICAL WORKS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5925,https://www.scal.com.sg/memberlisting-details/5925-bright-solution-electrical-works-pte-ltd,SCAL Member Directory,2026-01-14
BRIGHT-TEC ELECTRICAL ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4842,https://www.scal.com.sg/memberlisting-details/4842-bright-tec-electrical-engineering-pte-ltd,SCAL Member Directory,2026-01-14
BRIGHTWAY ENGINEERING TECHNOLOGY PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7932,https://www.scal.com.sg/memberlisting-details/7932-brightway-engineering-technology-pte-ltd,SCAL Member Directory,2026-01-14
BRILLIANT COMMERCIAL SERVICES PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4015,https://www.scal.com.sg/memberlisting-details/4015-brilliant-commercial-services-pte-ltd,SCAL Member Directory,2026-01-14
BS TECHNOLOGY PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4016,https://www.scal.com.sg/memberlisting-details/4016-bs-technology-pte-ltd,SCAL Member Directory,2026-01-14
BSB SERVICES PRIVATE LIMITED,SLOTS,"10 Tannery Lane, Singapore 347773",,6603,https://www.scal.com.sg/memberlisting-details/6603-bsb-services-private-limited,SCAL Member Directory,2026-01-14
BSK (SG) PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5515,https://www.scal.com.sg/memberlisting-details/5515-bsk-sg-pte-ltd,SCAL Member Directory,2026-01-14
BSL BUILDING SERVICES PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4194,https://www.scal.com.sg/memberlisting-details/4194-bsl-building-services-pte-ltd,SCAL Member Directory,2026-01-14
BT SERVICES AND TRADING,SLOTS,"10 Tannery Lane, Singapore 347773",,4017,https://www.scal.com.sg/memberlisting-details/4017-bt-services-and-trading,SCAL Member Directory,2026-01-14
BTEK ENGINEERING,SLOTS,"10 Tannery Lane, Singapore 347773",,4018,https://www.scal.com.sg/memberlisting-details/4018-btek-engineering,SCAL Member Directory,2026-01-14
BTG CONTRACT,SLOTS,"10 Tannery Lane, Singapore 347773",,4019,https://www.scal.com.sg/memberlisting-details/4019-btg-contract,SCAL Member Directory,2026-01-14
BUDGET RENO PTE. LTD.,SLOTS,"10 Tannery Lane, Singapore 347773",,5661,https://www.scal.com.sg/memberlisting-details/5661-budget-reno-pte-ltd,SCAL Member Directory,2026-01-14
BUILDER TECH PTE. LTD.,SLOTS,"10 Tannery Lane, Singapore 347773",,7898,https://www.scal.com.sg/memberlisting-details/7898-builder-tech-pte-ltd,SCAL Member Directory,2026-01-14
BUILDERS WORKS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7440,https://www.scal.com.sg/memberlisting-details/7440-builders-works-pte-ltd,SCAL Member Directory,2026-01-14
BUILDFAST BUILDING CONTRACTOR,SLOTS,"10 Tannery Lane, Singapore 347773",,4843,https://www.scal.com.sg/memberlisting-details/4843-buildfast-building-contractor,SCAL Member Directory,2026-01-14
BUILDING ASSOCIATES (S) PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5775,https://www.scal.com.sg/memberlisting-details/5775-building-associates-s-pte-ltd,SCAL Member Directory,2026-01-14
BUILDING CONSTRUCTION CO PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,82,https://www.scal.com.sg/memberlisting-details/82-building-construction-co-pte-ltd,SCAL Member Directory,2026-01-14
BUILDING METAL WORK PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4020,https://www.scal.com.sg/memberlisting-details/4020-building-metal-work-pte-ltd,SCAL Member Directory,2026-01-14
BUILDMART INDUSTRIES PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4571,https://www.scal.com.sg/memberlisting-details/4571-buildmart-industries-pte-ltd,SCAL Member Directory,2026-01-14
Build-Max Construction Pte ltd,SLOTS,"10 Tannery Lane, Singapore 347773",,6361,https://www.scal.com.sg/memberlisting-details/6361-build-max-construction-pte-ltd,SCAL Member Directory,2026-01-14
BUILDSTRUCT CONSTRUCTION PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4844,https://www.scal.com.sg/memberlisting-details/4844-buildstruct-construction-pte-ltd,SCAL Member Directory,2026-01-14
BUILT FORCE CONSTRUCTION PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5811,https://www.scal.com.sg/memberlisting-details/5811-built-force-construction-pte-ltd,SCAL Member Directory,2026-01-14
BUILTECH ENTERPRISE PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4845,https://www.scal.com.sg/memberlisting-details/4845-builtech-enterprise-pte-ltd,SCAL Member Directory,2026-01-14
BULL CONSTRUCTION LLP,SLOTS,"10 Tannery Lane, Singapore 347773",,6647,https://www.scal.com.sg/memberlisting-details/6647-bull-construction-llp,SCAL Member Directory,2026-01-14
BULL DESIGN & BUILD PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7411,https://www.scal.com.sg/memberlisting-details/7411-bull-design-build-pte-ltd,SCAL Member Directory,2026-01-14
BULLDOG PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4021,https://www.scal.com.sg/memberlisting-details/4021-bulldog-pte-ltd,SCAL Member Directory,2026-01-14
BULOX POWER PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,83,https://www.scal.com.sg/memberlisting-details/83-bulox-power-pte-ltd,SCAL Member Directory,2026-01-14
BUMI MEGAH TIMBER WOOD,SLOTS,"10 Tannery Lane, Singapore 347773",,7338,https://www.scal.com.sg/memberlisting-details/7338-bumi-megah-timber-wood,SCAL Member Directory,2026-01-14
BUN SZE KAR GENERAL CONTRACTOR PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,84,https://www.scal.com.sg/memberlisting-details/84-bun-sze-kar-general-contractor-pte-ltd,SCAL Member Directory,2026-01-14
BUSWAYS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4022,https://www.scal.com.sg/memberlisting-details/4022-busways-pte-ltd,SCAL Member Directory,2026-01-14
BWS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4023,https://www.scal.com.sg/memberlisting-details/4023-bws-pte-ltd,SCAL Member Directory,2026-01-14
C & C POOL FILTRATION SYSTEM PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4024,https://www.scal.com.sg/memberlisting-details/4024-c-c-pool-filtration-system-pte-ltd,SCAL Member Directory,2026-01-14
C & H LASER CUTTING SERVICES,SLOTS,"10 Tannery Lane, Singapore 347773",,5855,https://www.scal.com.sg/memberlisting-details/5855-c-h-laser-cutting-services,SCAL Member Directory,2026-01-14
C & L INTERBUILD PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4846,https://www.scal.com.sg/memberlisting-details/4846-c-l-interbuild-pte-ltd,SCAL Member Directory,2026-01-14
C & S ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,6096,https://www.scal.com.sg/memberlisting-details/6096-c-s-engineering-pte-ltd,SCAL Member Directory,2026-01-14
C & W PTE. LTD.,SLOTS,"10 Tannery Lane, Singapore 347773",,4026,https://www.scal.com.sg/memberlisting-details/4026-c-w-pte-ltd,SCAL Member Directory,2026-01-14
C BALASHANKAR ENTERPRISE,SLOTS,"10 Tannery Lane, Singapore 347773",,4668,https://www.scal.com.sg/memberlisting-details/4668-c-balashankar-enterprise,SCAL Member Directory,2026-01-14
C K ENGINEERING SERVICES,SLOTS,"10 Tannery Lane, Singapore 347773",,4027,https://www.scal.com.sg/memberlisting-details/4027-c-k-engineering-services,SCAL Member Directory,2026-01-14
C K T THOMAS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,86,https://www.scal.com.sg/memberlisting-details/86-c-k-t-thomas-pte-ltd,SCAL Member Directory,2026-01-14
C S K ENGINEERING WORKS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4028,https://www.scal.com.sg/memberlisting-details/4028-c-s-k-engineering-works-pte-ltd,SCAL Member Directory,2026-01-14
C X RENO PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,6674,https://www.scal.com.sg/memberlisting-details/6674-c-x-reno-pte-ltd,SCAL Member Directory,2026-01-14
C&P PEER ENTERPRISES,SLOTS,"10 Tannery Lane, Singapore 347773",,5486,https://www.scal.com.sg/memberlisting-details/5486-cp-peer-enterprises,SCAL Member Directory,2026-01-14
C&Z PLUMBING SERVICES PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,6049,https://www.scal.com.sg/memberlisting-details/6049-cz-plumbing-services-pte-ltd,SCAL Member Directory,2026-01-14
C. I. ENTERPRISE PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4029,https://www.scal.com.sg/memberlisting-details/4029-c-i-enterprise-pte-ltd,SCAL Member Directory,2026-01-14
C. K. SUPPLIES & SERVICES PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5055,https://www.scal.com.sg/memberlisting-details/5055-c-k-supplies-services-pte-ltd,SCAL Member Directory,2026-01-14
C.L.Y. ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4030,https://www.scal.com.sg/memberlisting-details/4030-cly-engineering-pte-ltd,SCAL Member Directory,2026-01-14
C2 SYSTEM PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4031,https://www.scal.com.sg/memberlisting-details/4031-c2-system-pte-ltd,SCAL Member Directory,2026-01-14
CA M&E ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5677,https://www.scal.com.sg/memberlisting-details/5677-ca-me-engineering-pte-ltd,SCAL Member Directory,2026-01-14
CABLECOMM ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4033,https://www.scal.com.sg/memberlisting-details/4033-cablecomm-engineering-pte-ltd,SCAL Member Directory,2026-01-14
CABLETRONIC SYSTEM PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5714,https://www.scal.com.sg/memberlisting-details/5714-cabletronic-system-pte-ltd,SCAL Member Directory,2026-01-14
CABLEVOLTS PTE. LTD.,SLOTS,"10 Tannery Lane, Singapore 347773",,7717,https://www.scal.com.sg/memberlisting-details/7717-cablevolts-pte-ltd,SCAL Member Directory,2026-01-14
CAISSON ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,5726,https://www.scal.com.sg/memberlisting-details/5726-caisson-engineering-pte-ltd,SCAL Member Directory,2026-01-14
CAL TRANSPORT SERVICES PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,6477,https://www.scal.com.sg/memberlisting-details/6477-cal-transport-services-pte-ltd,SCAL Member Directory,2026-01-14
CALDWELL ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,6101,https://www.scal.com.sg/memberlisting-details/6101-caldwell-engineering-pte-ltd,SCAL Member Directory,2026-01-14
CALL ME CONSTRUCTION PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4330,https://www.scal.com.sg/memberlisting-details/4330-call-me-construction-pte-ltd,SCAL Member Directory,2026-01-14
CALPEN CONTRACTORS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4719,https://www.scal.com.sg/memberlisting-details/4719-calpen-contractors-pte-ltd,SCAL Member Directory,2026-01-14
CAMERON SCAFFOLDING & ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4572,https://www.scal.com.sg/memberlisting-details/4572-cameron-scaffolding-engineering-pte-ltd,SCAL Member Directory,2026-01-14
CAN-CAN AIR-CON ENGINEERING,SLOTS,"10 Tannery Lane, Singapore 347773",,4036,https://www.scal.com.sg/memberlisting-details/4036-can-can-air-con-engineering,SCAL Member Directory,2026-01-14
CANTAL SWITCHGEAR PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7621,https://www.scal.com.sg/memberlisting-details/7621-cantal-switchgear-pte-ltd,SCAL Member Directory,2026-01-14
CAPITAL CRANES GLOBAL ASSETS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,89,https://www.scal.com.sg/memberlisting-details/89-capital-cranes-global-assets-pte-ltd,SCAL Member Directory,2026-01-14
CAPITAL CRANES GLOBAL PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4037,https://www.scal.com.sg/memberlisting-details/4037-capital-cranes-global-pte-ltd,SCAL Member Directory,2026-01-14
CARE AIRCON ENGINEERING,SLOTS,"10 Tannery Lane, Singapore 347773",,4038,https://www.scal.com.sg/memberlisting-details/4038-care-aircon-engineering,SCAL Member Directory,2026-01-14
CARES Certification Pte. Ltd.,SLOTS,"10 Tannery Lane, Singapore 347773",,6570,https://www.scal.com.sg/memberlisting-details/6570-cares-certification-pte-ltd,SCAL Member Directory,2026-01-14
CARLTON GLASS ENTERPRISE PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4849,https://www.scal.com.sg/memberlisting-details/4849-carlton-glass-enterprise-pte-ltd,SCAL Member Directory,2026-01-14
CARPENTER GLOBAL PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7836,https://www.scal.com.sg/memberlisting-details/7836-carpenter-global-pte-ltd,SCAL Member Directory,2026-01-14
CARPTASTICS WOODWORKS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7771,https://www.scal.com.sg/memberlisting-details/7771-carptastics-woodworks-pte-ltd,SCAL Member Directory,2026-01-14
CASA STONE PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4039,https://www.scal.com.sg/memberlisting-details/4039-casa-stone-pte-ltd,SCAL Member Directory,2026-01-14
CAVASIA PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4045,https://www.scal.com.sg/memberlisting-details/4045-cavasia-pte-ltd,SCAL Member Directory,2026-01-14
CAXTON ENGINEERING PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,90,https://www.scal.com.sg/memberlisting-details/90-caxton-engineering-pte-ltd,SCAL Member Directory,2026-01-14
CCA METAL WORKS PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,4047,https://www.scal.com.sg/memberlisting-details/4047-cca-metal-works-pte-ltd,SCAL Member Directory,2026-01-14
CCECC SINGAPORE PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,91,https://www.scal.com.sg/memberlisting-details/91-ccecc-singapore-pte-ltd,SCAL Member Directory,2026-01-14
CCK ELECTRICAL & ENGINEERING,SLOTS,"10 Tannery Lane, Singapore 347773",,5517,https://www.scal.com.sg/memberlisting-details/5517-cck-electrical-engineering,SCAL Member Directory,2026-01-14
CDP CONSTRUCTION LLP,SLOTS,"10 Tannery Lane, Singapore 347773",,4048,https://www.scal.com.sg/memberlisting-details/4048-cdp-construction-llp,SCAL Member Directory,2026-01-14
CEDRON DESIGN STUDIO PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,6578,https://www.scal.com.sg/memberlisting-details/6578-cedron-design-studio-pte-ltd,SCAL Member Directory,2026-01-14
CEDRON INTERIOR CONCEPT PRIVATE LIMITED,SLOTS,"10 Tannery Lane, Singapore 347773",,4049,https://www.scal.com.sg/memberlisting-details/4049-cedron-interior-concept-private-limited,SCAL Member Directory,2026-01-14
CEILART (SINGAPORE) PTE LTD,SLOTS,"10 Tannery Lane, Singapore 347773",,7646,https://www.scal.com.sg/memberlisting-details/7646-ceilart-singapore-pte-ltd,SCAL Member Directory,2026-01-14
